"","no rank","superkingdom","phylum","class","order","family","genus","species","subphylum","name_id"
"242","cellular organisms","Archaea","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Halostagnicola","Halostagnicola larsenii",NA,"Halostagnicola larsenii XH-48|797299"
"243","cellular organisms","Archaea","Euryarchaeota","Methanomicrobia","Methanomicrobiales","Methanoregulaceae","Methanoregula","Methanoregula boonei",NA,"Methanoregula boonei 6A8|456442"
"244","cellular organisms","Archaea","Euryarchaeota",NA,NA,NA,"Aciduliprofundum","Aciduliprofundum boonei",NA,"Aciduliprofundum boonei T469|439481"
"245","cellular organisms","Archaea","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Halovivax","Halovivax ruber",NA,"Halovivax ruber XH-70|797302"
"246","cellular organisms","Archaea","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Halopiger","Halopiger xanaduensis",NA,"Halopiger xanaduensis SH-6|797210"
"247","cellular organisms","Archaea","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Natrinema","Natrinema sp. J7-2",NA,"Natrinema sp. J7-2|406552"
"248","cellular organisms","Archaea","Euryarchaeota","Halobacteria","Halobacteriales","Halobacteriaceae","Halalkalicoccus","Halalkalicoccus jeotgali",NA,"Halalkalicoccus jeotgali B3|795797"
"249","cellular organisms","Archaea","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Haloterrigena","Haloterrigena jeotgali",NA,"Haloterrigena jeotgali|413811"
"250","cellular organisms","Archaea","Euryarchaeota","Halobacteria","Halobacteriales","Haloarculaceae","Natronomonas","Natronomonas moolapensis",NA,"Natronomonas moolapensis 8.8.11|268739"
"251","cellular organisms","Archaea","Euryarchaeota","Methanomicrobia","Methanosarcinales","Methanosarcinaceae","Methanosarcina","Methanosarcina horonobensis",NA,"Methanosarcina horonobensis HB-1 = JCM 15518|1434110"
"252","cellular organisms","Archaea","Euryarchaeota","Methanomicrobia","Methanosarcinales","Methanosarcinaceae","Methanolobus","Methanolobus psychrophilus",NA,"Methanolobus psychrophilus R15|1094980"
"253","cellular organisms","Archaea","Euryarchaeota","Halobacteria","Halobacteriales","Haloarculaceae","Halorhabdus","Halorhabdus tiamatea",NA,"Halorhabdus tiamatea SARL4B|1033806"
"254","cellular organisms","Archaea","Euryarchaeota","Methanomicrobia","Methanomicrobiales","Methanoregulaceae","Methanosphaerula","Methanosphaerula palustris",NA,"Methanosphaerula palustris E1-9c|521011"
"255","cellular organisms","Archaea","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae","Nitrososphaera","Candidatus Nitrososphaera gargensis",NA,"Candidatus Nitrososphaera gargensis Ga9.2|1237085"
"256","cellular organisms","Archaea","Candidatus Korarchaeota",NA,NA,NA,"Candidatus Korarchaeum","Candidatus Korarchaeum cryptofilum",NA,"Candidatus Korarchaeum cryptofilum OPF8|374847"
"257","cellular organisms","Archaea","Crenarchaeota","Thermoprotei","Sulfolobales","Sulfolobaceae","Acidianus","Acidianus hospitalis",NA,"Acidianus hospitalis W1|933801"
"258","cellular organisms","Archaea","Euryarchaeota","Archaeoglobi","Archaeoglobales","Archaeoglobaceae","Geoglobus","Geoglobus acetivorans",NA,"Geoglobus acetivorans|565033"
"259","cellular organisms","Archaea","Euryarchaeota","Methanomicrobia","Methanocellales","Methanocellaceae","Methanocella","Methanocella paludicola",NA,"Methanocella paludicola SANAE|304371"
"260","cellular organisms","Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Thermococcus","Thermococcus paralvinellae",NA,"Thermococcus paralvinellae|582419"
"261","cellular organisms","Archaea","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Haloterrigena","Haloterrigena daqingensis",NA,"Haloterrigena daqingensis|588898"
"262","cellular organisms","Archaea","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halorubrum","Halorubrum sp. PV6",NA,"Halorubrum sp. PV6|634157"
"263","cellular organisms","Archaea","Euryarchaeota","Methanococci","Methanococcales","Methanocaldococcaceae","Methanocaldococcus","Methanocaldococcus sp. FS406-22",NA,"Methanocaldococcus sp. FS406-22|644281"
"264","cellular organisms","Archaea","Euryarchaeota","Halobacteria","Haloferacales","Haloferacaceae","Haloplanus","Haloplanus aerogenes",NA,"Haloplanus aerogenes|660522"
"265","cellular organisms","Archaea","Euryarchaeota",NA,NA,NA,"Aciduliprofundum","Aciduliprofundum sp. MAR08-339",NA,"Aciduliprofundum sp. MAR08-339|673860"
"266","cellular organisms","Archaea","Crenarchaeota","Thermoprotei","Fervidicoccales","Fervidicoccaceae","Fervidicoccus","Fervidicoccus fontis",NA,"Fervidicoccus fontis Kam940|1163730"
"267","cellular organisms","Archaea","Euryarchaeota","Halobacteria","Haloferacales","Haloferacaceae","Halobellus","Halobellus limi",NA,"Halobellus limi|699433"
"268","cellular organisms","Archaea","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Natronolimnobius","Natronolimnobius aegyptiacus",NA,"Natronolimnobius aegyptiacus|745377"
"269","cellular organisms","Archaea","Euryarchaeota","Halobacteria","Halobacteriales","Halobacteriaceae","Halobacterium","Halobacterium sp. DL1",NA,"Halobacterium sp. DL1|751944"
"270","cellular organisms","Archaea","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Salinigranum","Salinigranum rubrum",NA,"Salinigranum rubrum|755307"
"271","cellular organisms","Archaea","Euryarchaeota","Halobacteria","Haloferacales",NA,NA,"halophilic archaeon DL31",NA,"halophilic archaeon DL31|756883"
"272","cellular organisms","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanothermobacter","Methanothermobacter sp. CaT2",NA,"Methanothermobacter sp. CaT2|866790"
"273","cellular organisms","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobacterium","Methanobacterium paludis",NA,"Methanobacterium paludis|868131"
"274","cellular organisms","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobacterium","Methanobacterium lacus",NA,"Methanobacterium lacus|877455"
"275","cellular organisms","Archaea","Euryarchaeota","Methanomicrobia","Methanomicrobiales","Methanoregulaceae","Methanoregula","Methanoregula formicica",NA,"Methanoregula formicica SMSP|593750"
"276","cellular organisms","Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Palaeococcus","Palaeococcus pacificus",NA,"Palaeococcus pacificus DY20341|1343739"
"277","cellular organisms","Archaea","Crenarchaeota","Thermoprotei","Thermoproteales","Thermoproteaceae","Vulcanisaeta","Vulcanisaeta moutnovskia",NA,"Vulcanisaeta moutnovskia 768-28|985053"
"278","cellular organisms","Archaea","Crenarchaeota","Thermoprotei","Sulfolobales","Sulfolobaceae","Metallosphaera","Metallosphaera cuprina",NA,"Metallosphaera cuprina Ar-4|1006006"
"279","cellular organisms","Archaea","Thaumarchaeota",NA,"Nitrosopumilales","Nitrosopumilaceae","Nitrosarchaeum","Candidatus Nitrosarchaeum limnium",NA,"Candidatus Nitrosarchaeum limnium SFB1|886738"
"280","cellular organisms","Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Pyrococcus","Pyrococcus yayanosii",NA,"Pyrococcus yayanosii CH1|529709"
"281","cellular organisms","Archaea","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae","Nitrososphaera","Nitrososphaera viennensis",NA,"Nitrososphaera viennensis EN76|926571"
"282","cellular organisms","Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Thermococcus","Thermococcus sp. 4557",NA,"Thermococcus sp. 4557|1042877"
"283","cellular organisms","Archaea","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halopenitus","Halopenitus persicus",NA,"Halopenitus persicus|1048396"
"284","cellular organisms","Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales",NA,NA,"Thermoplasmatales archaeon BRNA1",NA,"Thermoplasmatales archaeon BRNA1|1054217"
"285","cellular organisms","Archaea","Euryarchaeota","Halobacteria","Haloferacales","Halorubraceae","Halohasta","Halohasta litchfieldiae",NA,"Halohasta litchfieldiae|1073996"
"286","cellular organisms","Archaea","Thaumarchaeota",NA,NA,NA,"Candidatus Nitrosotalea","Candidatus Nitrosotalea devanaterra",NA,"Candidatus Nitrosotalea devanaterra|1078905"
"287","cellular organisms","Archaea","Crenarchaeota","Thermoprotei","Thermoproteales","Thermoproteaceae","Pyrobaculum","Pyrobaculum ferrireducens",NA,"Pyrobaculum ferrireducens|1104324"
"288","cellular organisms","Archaea","Euryarchaeota","Methanomicrobia","Methanocellales","Methanocellaceae","Methanocella","Methanocella conradii",NA,"Methanocella conradii HZ254|1041930"
"289","cellular organisms","Archaea","Euryarchaeota","Methanomicrobia","Methanocellales","Methanocellaceae","Methanocella","Methanocella arvoryzae",NA,"Methanocella arvoryzae MRE50|351160"
"290","cellular organisms","Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Pyrococcus","Pyrococcus sp. ST04",NA,"Pyrococcus sp. ST04|1183377"
"291","cellular organisms","Archaea","Crenarchaeota","Thermoprotei","Desulfurococcales","Desulfurococcaceae","Thermogladius","Thermogladius calderae",NA,"Thermogladius calderae 1633|1184251"
"292","cellular organisms","Archaea","Crenarchaeota","Thermoprotei","Thermoproteales","Thermoproteaceae","Pyrobaculum","Pyrobaculum sp. WP30",NA,"Pyrobaculum sp. WP30|1227555"
"293","cellular organisms","Archaea","Thaumarchaeota",NA,"Nitrosopumilales","Nitrosopumilaceae","Nitrosopumilus","Candidatus Nitrosopumilus sediminis",NA,"Candidatus Nitrosopumilus sediminis|1229909"
"294","cellular organisms","Archaea","Crenarchaeota","Thermoprotei","Desulfurococcales","Pyrodictiaceae","Pyrodictium","Pyrodictium delaneyi",NA,"Pyrodictium delaneyi|1273541"
"295","cellular organisms","Archaea","Euryarchaeota","Thermoplasmata","Methanomassiliicoccales","Candidatus Methanomethylophilaceae","Candidatus Methanomethylophilus","Candidatus Methanomethylophilus alvus",NA,"Candidatus Methanomethylophilus alvus Mx1201|1236689"
"296","cellular organisms","Archaea","Euryarchaeota","Thermoplasmata","Methanomassiliicoccales","Candidatus Methanomethylophilaceae","Candidatus Methanomethylophilus","Candidatus Methanomethylophilus alvus",NA,"Candidatus Methanomethylophilus alvus|1291540"
"297","cellular organisms","Archaea","Euryarchaeota","Thermoplasmata","Methanomassiliicoccales","Candidatus Methanomethylophilaceae","Candidatus Methanomethylophilus","Candidatus Methanomethylophilus alvus",NA,"Candidatus Methanomethylophilus alvus|1291540"
"298","cellular organisms","Archaea","Crenarchaeota","Thermoprotei","Sulfolobales","Sulfolobaceae","Sulfolobus","Sulfolobus sp. JCM 16833",NA,"Sulfolobus sp. JCM 16833|1294262"
"299","cellular organisms","Archaea","Euryarchaeota","Methanococci","Methanococcales","Methanocaldococcaceae","Methanocaldococcus","Methanocaldococcus bathoardescens",NA,"Methanocaldococcus bathoardescens|1301915"
"300","cellular organisms","Archaea","Euryarchaeota","Archaeoglobi","Archaeoglobales","Archaeoglobaceae","Archaeoglobus","Archaeoglobus sulfaticallidus",NA,"Archaeoglobus sulfaticallidus PM70-1|387631"
"301","cellular organisms","Archaea","Euryarchaeota","Halobacteria","Natrialbales","Natrialbaceae","Salinarchaeum","Salinarchaeum sp. Harcht-Bsk1",NA,"Salinarchaeum sp. Harcht-Bsk1|1333523"
"302","cellular organisms","Archaea","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrosocosmicus","Candidatus Nitrosocosmicus oleophilus",NA,"Candidatus Nitrosocosmicus oleophilus|1353260"
"303","cellular organisms","Archaea","Crenarchaeota","Thermoprotei","Thermoproteales","Thermofilaceae","Thermofilum","Thermofilum adornatus",NA,"Thermofilum adornatus|1365176"
"304","cellular organisms","Archaea","Crenarchaeota","Thermoprotei","Thermoproteales","Thermofilaceae","Thermofilum","Thermofilum adornatus",NA,"Thermofilum adornatus 1505|697581"
"305","cellular organisms","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobacterium","Methanobacterium sp. MB1",NA,"Methanobacterium sp. MB1|1379702"
"306","cellular organisms","Archaea","Euryarchaeota","Halobacteria","Halobacteriales","Haloarculaceae","Halorhabdus","Halorhabdus sp. CBA1104",NA,"Halorhabdus sp. CBA1104|1380432"
"307","cellular organisms","Archaea","Euryarchaeota","Thermoplasmata","Methanomassiliicoccales","Methanomassiliicoccaceae","Methanomassiliicoccus","Candidatus Methanomassiliicoccus intestinalis",NA,"Candidatus Methanomassiliicoccus intestinalis Issoire-Mx1|1295009"
"308","cellular organisms","Archaea","Euryarchaeota","Thermoplasmata","Methanomassiliicoccales","Methanomassiliicoccaceae","Methanomassiliicoccus","Candidatus Methanomassiliicoccus intestinalis",NA,"Candidatus Methanomassiliicoccus intestinalis|1406512"
"309","cellular organisms","Archaea","Euryarchaeota","Halobacteria","Halobacteriales","Halobacteriaceae","Halobacterium","Halobacterium hubeiense",NA,"Halobacterium hubeiense|1407499"
"310","cellular organisms","Archaea","Thaumarchaeota",NA,NA,NA,"Candidatus Nitrosopelagicus","Candidatus Nitrosopelagicus brevis",NA,"Candidatus Nitrosopelagicus brevis|1410606"
"311","cellular organisms","Archaea","Euryarchaeota","Methanomicrobia","Methanosarcinales","Methanosarcinaceae","Methanosarcina","Methanosarcina sp. Kolksee",NA,"Methanosarcina sp. Kolksee|1434099"
"312","cellular organisms","Archaea","Euryarchaeota","Methanomicrobia","Methanosarcinales","Methanosarcinaceae","Methanosarcina","Methanosarcina sp. MTP4",NA,"Methanosarcina sp. MTP4|1434100"
"313","cellular organisms","Archaea","Euryarchaeota","Methanomicrobia","Methanosarcinales","Methanosarcinaceae","Methanosarcina","Methanosarcina sp. WH1",NA,"Methanosarcina sp. WH1|1434102"
"314","cellular organisms","Archaea","Euryarchaeota","Methanomicrobia","Methanosarcinales","Methanosarcinaceae","Methanosarcina","Methanosarcina sp. WWM596",NA,"Methanosarcina sp. WWM596|1434103"
"315","cellular organisms","Archaea","Euryarchaeota","Methanomicrobia","Methanomicrobiales",NA,NA,"methanogenic archaeon mixed culture ISO4-G1",NA,"methanogenic archaeon mixed culture ISO4-G1|1452364"
"316","cellular organisms","Archaea","Euryarchaeota","Halobacteria","Halobacteriales","Haloarculaceae","Halapricum","Halapricum salinum",NA,"Halapricum salinum|1457250"
"317","cellular organisms","Archaea","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae","Nitrososphaera","Candidatus Nitrososphaera evergladensis",NA,"Candidatus Nitrososphaera evergladensis SR1|1459636"
"318","cellular organisms","Archaea","Euryarchaeota","Thermoplasmata",NA,NA,NA,"methanogenic archaeon ISO4-H5",NA,"methanogenic archaeon ISO4-H5|1495144"
"319","cellular organisms","Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Thermococcus","Thermococcus eurythermalis",NA,"Thermococcus eurythermalis|1505907"
"320","cellular organisms","Archaea","Thaumarchaeota",NA,"Nitrosopumilales","Nitrosopumilaceae","Nitrosopumilus","Candidatus Nitrosopumilus koreensis",NA,"Candidatus Nitrosopumilus koreensis AR1|1229908"
"321","cellular organisms","Archaea","Euryarchaeota","Halobacteria","Haloferacales","Haloferacaceae","Haloplanus","Haloplanus sp. CBA1112",NA,"Haloplanus sp. CBA1112|1547898"
"322","cellular organisms","Archaea","Euryarchaeota","Halobacteria","Haloferacales","Haloferacaceae","Haloplanus","Haloplanus sp. CBA1113",NA,"Haloplanus sp. CBA1113|1547899"
"323","cellular organisms","Archaea","Crenarchaeota","Thermoprotei","Thermoproteales","Thermofilaceae","Thermofilum","Thermofilum uzonense",NA,"Thermofilum uzonense|1550241"
"324","cellular organisms","Archaea","Nanoarchaeota",NA,"Nanoarchaeales","Nanopusillaceae","Candidatus Nanopusillus","Candidatus Nanopusillus acidilobi",NA,"Candidatus Nanopusillus acidilobi|1577684"
"325","cellular organisms","Archaea","Crenarchaeota","Thermoprotei","Acidilobales","Acidilobaceae","Acidilobus","Acidilobus sp. 7A",NA,"Acidilobus sp. 7A|1577685"
"326","cellular organisms","Archaea","Euryarchaeota","Thermoplasmata","Methanomassiliicoccales","Methanomassiliicoccaceae","Candidatus Methanoplasma","Candidatus Methanoplasma termitum",NA,"Candidatus Methanoplasma termitum|1577791"
"327","cellular organisms","Archaea",NA,NA,NA,NA,NA,"archaeon GW2011_AR10",NA,"archaeon GW2011_AR10|1579370"
"328","cellular organisms","Archaea",NA,NA,NA,NA,NA,"archaeon GW2011_AR15",NA,"archaeon GW2011_AR15|1579373"
"329","cellular organisms","Archaea",NA,NA,NA,NA,NA,"archaeon GW2011_AR20",NA,"archaeon GW2011_AR20|1579378"
"330","cellular organisms","Archaea","Thaumarchaeota",NA,"Nitrosopumilales","Nitrosopumilaceae","Nitrosopumilus","Nitrosopumilus adriaticus",NA,"Nitrosopumilus adriaticus|1580092"
"331","cellular organisms","Archaea","Thaumarchaeota",NA,"Nitrosopumilales","Nitrosopumilaceae","Nitrosopumilus","Nitrosopumilus piranensis",NA,"Nitrosopumilus piranensis|1582439"
"332","cellular organisms","Archaea","Euryarchaeota","Halobacteria","Halobacteriales","Haloarculaceae","Haloarcula","Haloarcula sp. CBA1115",NA,"Haloarcula sp. CBA1115|1592728"
"333","cellular organisms","Archaea","Thaumarchaeota",NA,NA,NA,"Candidatus Nitrosotenuis","Candidatus Nitrosotenuis cloacae",NA,"Candidatus Nitrosotenuis cloacae|1603555"
"334","cellular organisms","Archaea","Euryarchaeota","Halobacteria","Halobacteriales","Halobacteriaceae","Halanaeroarchaeum","Halanaeroarchaeum sulfurireducens",NA,"Halanaeroarchaeum sulfurireducens|1604004"
"335","cellular organisms","Archaea","Euryarchaeota","Halobacteria","Halobacteriales","Halobacteriaceae","Halanaeroarchaeum","Halanaeroarchaeum sulfurireducens",NA,"Halanaeroarchaeum sulfurireducens|1604004"
"336","cellular organisms","Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Pyrococcus","Pyrococcus kukulkanii",NA,"Pyrococcus kukulkanii|1609559"
"337","cellular organisms","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanobrevibacter","Methanobrevibacter sp. YE315",NA,"Methanobrevibacter sp. YE315|1609968"
"338","cellular organisms","Archaea","Euryarchaeota","Methanomicrobia","Methanosarcinales","Methanosarcinaceae","Methanosarcina","Methanosarcina sp. 795",NA,"Methanosarcina sp. 795|1653396"
"339","cellular organisms","Archaea","Crenarchaeota","Thermoprotei","Sulfolobales","Sulfolobaceae","Sulfodiicoccus","Sulfodiicoccus acidiphilus",NA,"Sulfodiicoccus acidiphilus|1670455"
"340","cellular organisms","Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Cuniculiplasmataceae","Cuniculiplasma","Cuniculiplasma divulgatum",NA,"Cuniculiplasma divulgatum|1673428"
"341","cellular organisms","Archaea","Euryarchaeota","Thermoplasmata","Thermoplasmatales","Cuniculiplasmataceae","Cuniculiplasma","Cuniculiplasma divulgatum",NA,"Cuniculiplasma divulgatum|1673428"
"342","cellular organisms","Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Thermococcus","Thermococcus sp. 2319x1",NA,"Thermococcus sp. 2319x1|1674923"
"343","cellular organisms","Archaea","Euryarchaeota","Halobacteria","Halobacteriales","Haloarculaceae",NA,"Haloarculaceae archaeon HArcel1",NA,"Haloarculaceae archaeon HArcel1|1679096"
"344","cellular organisms","Archaea","Euryarchaeota","Thermococci","Thermococcales","Thermococcaceae","Thermococcus","Thermococcus piezophilus",NA,"Thermococcus piezophilus|1712654"
"345","cellular organisms","Archaea","Euryarchaeota","Methanomicrobia","Methanosarcinales","Methanosarcinaceae","Methanosarcina","Methanosarcina flavescens",NA,"Methanosarcina flavescens|1715806"
"346","cellular organisms","Archaea","Euryarchaeota","Nanohaloarchaea",NA,NA,NA,"Nanohaloarchaea archaeon SG9","Candidatus Nanohaloarchaeota","Nanohaloarchaea archaeon SG9|1737403"
"347","cellular organisms","Archaea","Euryarchaeota","Methanobacteria","Methanobacteriales","Methanobacteriaceae","Methanosphaera","Methanosphaera sp. BMS",NA,"Methanosphaera sp. BMS|1789762"
"348","cellular organisms","Archaea","Thaumarchaeota","Nitrososphaeria","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrosocosmicus","Candidatus Nitrosocosmicus franklandus",NA,"Candidatus Nitrosocosmicus franklandus|1798806"
"349","cellular organisms","Archaea","Euryarchaeota","Halobacteria","Haloferacales","Haloferacaceae","Haloplanus","Haloplanus rallus",NA,"Haloplanus rallus|1816183"
